"","state","age","total_cit","total_register","percent_register","percent_register_cit","total_vote","percent_vote","percent_vote_cit","year"
"2314","ARIZONA","45 to 64",1502,1015,61.3,67.6,901,54.4,60,"2012"
"2414","ARIZONA","65+",846,659,73.9,78,606,67.9,71.7,"2012"
"2514","ARKANSAS","Total",2109,1376,62.6,65.3,1124,51.1,53.3,"2012"
"2614","ARKANSAS","18 to 24",281,126,43.8,44.8,70,24.3,24.8,"2012"
"2714","ARKANSAS","25 to 34",336,194,53.7,57.8,140,38.6,41.6,"2012"
"2814","ARKANSAS","35 to 44",341,234,65.6,68.7,205,57.5,60.3,"2012"
"2914","ARKANSAS","45 to 64",704,498,67.1,70.8,442,59.6,62.8,"2012"
"3014","ARKANSAS","65+",448,324,72.1,72.3,267,59.4,59.6,"2012"
"319","CALIFORNIA","Total",23419,15356,54.2,65.6,13462,47.5,57.5,"2012"
"323","CALIFORNIA","18 to 24",3479,1787,45.1,51.4,1447,36.5,41.6,"2012"
"333","CALIFORNIA","25 to 34",4153,2548,47.6,61.3,2070,38.6,49.8,"2012"
"343","CALIFORNIA","35 to 44",3675,2478,49.3,67.4,2118,42.1,57.6,"2012"
"353","CALIFORNIA","45 to 64",7827,5459,58.3,69.7,4926,52.6,62.9,"2012"
"363","CALIFORNIA","65+",4284,3084,66.3,72,2902,62.4,67.7,"2012"
"373","COLORADO","Total",3544,2635,69,74.4,2495,65.4,70.4,"2012"
"383","COLORADO","18 to 24",461,278,56.5,60.3,259,52.5,56.1,"2012"
"393","COLORADO","25 to 34",602,411,59.2,68.2,363,52.4,60.3,"2012"
"403","COLORADO","35 to 44",616,484,70.9,78.6,452,66.2,73.4,"2012"
"415","COLORADO","45 to 64",1287,1025,75.7,79.7,989,73,76.9,"2012"
"423","COLORADO","65+",577,437,73.6,75.7,432,72.8,74.8,"2012"
"433","CONNECTICUT","Total",2499,1760,64.6,70.4,1568,57.5,62.7,"2012"
"443","CONNECTICUT","18 to 24",308,145,43.6,47.1,123,36.9,39.8,"2012"
"453","CONNECTICUT","25 to 34",331,210,52.1,63.4,177,44,53.5,"2012"
"463","CONNECTICUT","35 to 44",382,255,57.8,66.8,223,50.5,58.3,"2012"
"473","CONNECTICUT","45 to 64",993,768,73.3,77.4,695,66.3,70,"2012"
"483","CONNECTICUT","65+",486,383,76.2,78.9,351,69.7,72.2,"2012"
"493","DELAWARE","Total",641,470,67.8,73.3,431,62.2,67.3,"2012"
"503","DELAWARE","18 to 24",77,38,46.1,49.4,33,40.5,43.4,"2012"
"515","DELAWARE","25 to 34",86,54,51.1,63.3,49,46.3,57.4,"2012"
"523","DELAWARE","35 to 44",102,77,64.6,75.8,67,56.6,66.4,"2012"
"533","DELAWARE","45 to 64",232,182,75.9,78.6,168,69.9,72.3,"2012"
"543","DELAWARE","65+",145,118,81.3,81.6,113,77.9,78.1,"2012"
"553","DISTRICT OF COLUMBIA","Total",461,385,74.4,83.4,350,67.7,75.9,"2012"
"563","DISTRICT OF COLUMBIA","18 to 24",61,43,NA,70.3,38,NA,61.4,"2012"
"573","DISTRICT OF COLUMBIA","25 to 34",133,114,74,85.3,102,66,76.2,"2012"
"583","DISTRICT OF COLUMBIA","35 to 44",67,59,74.5,88.1,55,69.4,81.9,"2012"
"593","DISTRICT OF COLUMBIA","45 to 64",129,109,77.7,84.4,99,70.9,77,"2012"
"603","DISTRICT OF COLUMBIA","65+",71,60,NA,84.7,57,NA,80.2,"2012"
"615","FLORIDA","Total",13326,9102,60.5,68.3,8107,53.9,60.8,"2012"
"623","FLORIDA","18 to 24",1467,751,45,51.2,614,36.8,41.9,"2012"
"633","FLORIDA","25 to 34",1903,1158,51.3,60.9,987,43.7,51.9,"2012"
"643","FLORIDA","35 to 44",1960,1335,54.3,68.1,1177,47.9,60.1,"2012"
"653","FLORIDA","45 to 64",4814,3474,65,72.2,3107,58.1,64.5,"2012"
"663","FLORIDA","65+",3182,2384,72.2,74.9,2222,67.2,69.8,"2012"
"673","GEORGIA","Total",6738,4767,66.4,70.7,4168,58.1,61.9,"2012"
"683","GEORGIA","18 to 24",867,469,51,54.1,349,37.9,40.2,"2012"
"693","GEORGIA","25 to 34",1148,847,64.8,73.8,700,53.5,61,"2012"
"703","GEORGIA","35 to 44",1228,825,61.5,67.2,726,54.1,59.1,"2012"
"715","GEORGIA","45 to 64",2547,1886,70.9,74,1741,65.5,68.4,"2012"
"723","GEORGIA","65+",948,739,77.7,78,652,68.5,68.7,"2012"
"733","HAWAII","Total",930,547,54.1,58.9,480,47.4,51.6,"2012"
"743","HAWAII","18 to 24",91,33,30.6,36,24,22.1,26,"2012"
"753","HAWAII","25 to 34",154,65,37.8,42.3,55,31.7,35.5,"2012"
"763","HAWAII","35 to 44",153,83,50.2,54.4,69,41.7,45.2,"2012"
"773","HAWAII","45 to 64",317,217,63.2,68.4,196,57,61.8,"2012"
"783","HAWAII","65+",215,149,66.6,69.6,137,61,63.7,"2012"
"793","IDAHO","Total",1064,745,65.9,70,679,60.2,63.9,"2012"
"803","IDAHO","18 to 24",121,51,39,41.8,39,29.8,31.9,"2012"
"815","IDAHO","25 to 34",173,114,59,66.2,99,51,57.3,"2012"
"823","IDAHO","35 to 44",187,141,69.6,75.7,132,64.8,70.6,"2012"
"833","IDAHO","45 to 64",382,274,68.3,71.7,250,62.3,65.4,"2012"
"843","IDAHO","65+",201,164,81.6,81.6,160,79.5,79.5,"2012"
"853","ILLINOIS","Total",8831,6425,66.6,72.7,5428,56.2,61.5,"2012"
"863","ILLINOIS","18 to 24",1122,608,49.5,54.2,396,32.2,35.3,"2012"
"873","ILLINOIS","25 to 34",1480,1020,59.7,68.9,846,49.6,57.2,"2012"
"883","ILLINOIS","35 to 44",1481,1066,63.2,72,872,51.7,58.9,"2012"
"893","ILLINOIS","45 to 64",3182,2471,72.5,77.7,2206,64.7,69.3,"2012"
"903","ILLINOIS","65+",1566,1259,77.7,80.4,1108,68.4,70.7,"2012"
"915","INDIANA","Total",4724,3270,67.4,69.2,2801,57.7,59.3,"2012"
"923","INDIANA","18 to 24",558,269,47.2,48.2,203,35.7,36.4,"2012"
"933","INDIANA","25 to 34",800,462,53.7,57.7,356,41.4,44.5,"2012"
"943","INDIANA","35 to 44",801,550,66.4,68.6,420,50.7,52.4,"2012"
"953","INDIANA","45 to 64",1733,1329,75.8,76.7,1212,69.1,70,"2012"
"963","INDIANA","65+",832,660,78.6,79.4,610,72.6,73.3,"2012"
"973","IOWA","Total",2232,1745,75.2,78.2,1548,66.7,69.4,"2012"
"983","IOWA","18 to 24",243,150,57.7,61.8,121,46.6,49.9,"2012"
"993","IOWA","25 to 34",379,276,68.7,72.9,238,59.2,62.8,"2012"
"1003","IOWA","35 to 44",358,275,71.3,76.8,238,61.8,66.5,"2012"
"1015","IOWA","45 to 64",812,652,78.7,80.3,586,70.8,72.2,"2012"
"1023","IOWA","65+",440,392,88.1,88.9,365,82.1,82.8,"2012"
"1033","KANSAS","Total",1973,1467,69.2,74.4,1249,58.9,63.3,"2012"
"1043","KANSAS","18 to 24",262,127,43.2,48.4,88,30.1,33.7,"2012"
"1053","KANSAS","25 to 34",359,236,58.1,65.8,172,42.3,47.9,"2012"
"1063","KANSAS","35 to 44",269,203,67.7,75.5,169,56.4,63,"2012"
"1073","KANSAS","45 to 64",721,583,77,80.9,535,70.7,74.2,"2012"
"1083","KANSAS","65+",363,318,87.6,87.6,285,78.3,78.3,"2012"
"1093","KENTUCKY","Total",3194,2303,70,72.1,1895,57.6,59.3,"2012"
"1104","KENTUCKY","18 to 24",437,225,50.5,51.6,165,37.1,37.9,"2012"
"1115","KENTUCKY","25 to 34",462,320,62.4,69.3,235,45.9,51,"2012"
"1123","KENTUCKY","35 to 44",534,411,75.1,76.9,330,60.3,61.7,"2012"
"1133","KENTUCKY","45 to 64",1152,879,74.9,76.3,757,64.6,65.7,"2012"
"1143","KENTUCKY","65+",608,468,76.4,77,408,66.6,67.1,"2012"
"1153","LOUISIANA","Total",3239,2498,75.2,77.1,2148,64.7,66.3,"2012"
"1163","LOUISIANA","18 to 24",415,226,52.5,54.6,174,40.4,42,"2012"
"1173","LOUISIANA","25 to 34",552,422,72.8,76.4,369,63.7,66.9,"2012"
"1183","LOUISIANA","35 to 44",526,399,73.5,75.8,340,62.6,64.6,"2012"
"1193","LOUISIANA","45 to 64",1184,968,80.7,81.7,846,70.5,71.4,"2012"
"1203","LOUISIANA","65+",562,483,84.9,85.9,420,73.8,74.7,"2012"
"1215","MAINE","Total",1020,787,75.5,77.1,700,67.2,68.6,"2012"
"1223","MAINE","18 to 24",118,61,51.7,51.7,50,42.8,42.8,"2012"
"1233","MAINE","25 to 34",131,93,69,70.6,78,58.1,59.5,"2012"
"1243","MAINE","35 to 44",149,117,74.5,78.6,101,64.2,67.8,"2012"
"1253","MAINE","45 to 64",407,329,79.7,80.9,300,72.7,73.7,"2012"
"1263","MAINE","65+",215,187,85.2,86.9,170,77.7,79.2,"2012"
"1273","MARYLAND","Total",4007,2888,64.9,72.1,2609,58.7,65.1,"2012"
"1283","MARYLAND","18 to 24",558,301,51.5,54,246,42.1,44.1,"2012"
"1293","MARYLAND","25 to 34",621,439,56.5,70.6,393,50.6,63.3,"2012"
"1303","MARYLAND","35 to 44",590,434,60.2,73.5,396,54.9,67.1,"2012"
"1315","MARYLAND","45 to 64",1450,1107,71.1,76.3,1025,65.8,70.7,"2012"
"1323","MARYLAND","65+",787,607,75,77.1,550,67.9,69.8,"2012"
"1333","MASSACHUSETTS","Total",4774,3759,72.7,78.7,3382,65.4,70.8,"2012"
"1343","MASSACHUSETTS","18 to 24",633,395,56.9,62.4,316,45.6,49.9,"2012"
"1353","MASSACHUSETTS","25 to 34",705,526,65,74.6,450,55.6,63.8,"2012"
"1363","MASSACHUSETTS","35 to 44",783,580,65.4,74.1,530,59.7,67.6,"2012"
"1373","MASSACHUSETTS","45 to 64",1677,1424,79.8,84.9,1327,74.4,79.2,"2012"
"1383","MASSACHUSETTS","65+",975,833,83.8,85.4,759,76.3,77.8,"2012"
"1393","MICHIGAN","Total",7228,5620,75,77.8,4832,64.5,66.8,"2012"
"1403","MICHIGAN","18 to 24",894,536,59.2,59.9,394,43.5,44,"2012"
"1415","MICHIGAN","25 to 34",1107,830,70.2,75,629,53.2,56.9,"2012"
"1423","MICHIGAN","35 to 44",1136,900,73.7,79.2,768,62.9,67.6,"2012"
"1433","MICHIGAN","45 to 64",2611,2141,80,82,1906,71.2,73,"2012"
"1443","MICHIGAN","65+",1480,1214,80.3,82.1,1134,75,76.7,"2012"
"1453","MINNESOTA","Total",3903,3085,76.1,79,2859,70.5,73.2,"2012"
"1463","MINNESOTA","18 to 24",510,329,61.8,64.5,303,57,59.4,"2012"
"1473","MINNESOTA","25 to 34",596,435,66.8,72.9,384,59,64.4,"2012"
"1483","MINNESOTA","35 to 44",659,518,73.9,78.6,478,68.2,72.6,"2012"
"1493","MINNESOTA","45 to 64",1387,1151,81.6,83,1081,76.6,77.9,"2012"
"1503","MINNESOTA","65+",751,652,85.6,86.8,613,80.5,81.6,"2012"
"1515","MISSISSIPPI","Total",2130,1794,82.8,84.2,1588,73.3,74.5,"2012"
"1523","MISSISSIPPI","18 to 24",294,222,73.9,75.5,187,62.4,63.8,"2012"
"1533","MISSISSIPPI","25 to 34",390,333,83.8,85.2,279,70.2,71.3,"2012"
"1543","MISSISSIPPI","35 to 44",309,255,79.6,82.3,222,69.4,71.8,"2012"
"1553","MISSISSIPPI","45 to 64",727,614,83.7,84.5,563,76.7,77.4,"2012"
"1563","MISSISSIPPI","65+",410,371,89.2,90.6,337,80.9,82.2,"2012"
"1573","MISSOURI","Total",4409,3384,74.8,76.7,2818,62.3,63.9,"2012"
"1583","MISSOURI","18 to 24",520,332,63.3,64,223,42.5,42.9,"2012"
"1593","MISSOURI","25 to 34",809,585,68.2,72.3,448,52.3,55.4,"2012"
"1603","MISSOURI","35 to 44",651,498,74.5,76.6,427,63.8,65.6,"2012"
"1615","MISSOURI","45 to 64",1684,1344,78.4,79.8,1175,68.5,69.8,"2012"
"1623","MISSOURI","65+",745,624,82.7,83.7,545,72.2,73.1,"2012"
"1633","MONTANA","Total",754,553,72,73.3,495,64.5,65.7,"2012"
"1643","MONTANA","18 to 24",79,53,65,66.9,33,40.7,41.9,"2012"
"1653","MONTANA","25 to 34",137,77,55.9,56.2,65,47.4,47.7,"2012"
"1663","MONTANA","35 to 44",105,69,63.3,65.7,62,57.1,59.2,"2012"
"1673","MONTANA","45 to 64",249,201,79.1,80.5,189,74.3,75.6,"2012"
"1683","MONTANA","65+",184,153,82.3,83.2,146,78.6,79.4,"2012"
"1693","NEBRASKA","Total",1296,901,65.7,69.5,798,58.2,61.6,"2012"
"1703","NEBRASKA","18 to 24",151,71,42.2,47,61,36.2,40.3,"2012"
"1715","NEBRASKA","25 to 34",224,137,56.5,61,110,45.4,49,"2012"
"1723","NEBRASKA","35 to 44",218,145,61.8,66.6,128,54.4,58.7,"2012"
"1733","NEBRASKA","45 to 64",445,331,71.7,74.5,300,64.9,67.4,"2012"
"1743","NEBRASKA","65+",259,217,82.2,83.8,200,75.7,77.2,"2012"
"1753","NEVADA","Total",1808,1176,57.7,65,1048,51.4,57.9,"2012"
"1763","NEVADA","18 to 24",295,145,45.4,49.1,122,38.2,41.4,"2012"
"1773","NEVADA","25 to 34",310,189,52,61.2,158,43.4,51,"2012"
"1783","NEVADA","35 to 44",247,158,51.6,64.1,146,47.5,58.9,"2012"
"1793","NEVADA","45 to 64",606,413,60.7,68.1,376,55.2,61.9,"2012"
"1803","NEVADA","65+",350,270,73.4,77.3,246,66.8,70.4,"2012"
"1815","NEW HAMPSHIRE","Total",991,752,73.1,75.9,688,66.9,69.4,"2012"
"1823","NEW HAMPSHIRE","18 to 24",119,71,57.5,59.6,61,50,51.9,"2012"
"1833","NEW HAMPSHIRE","25 to 34",147,99,62,67.4,91,56.7,61.7,"2012"
"1843","NEW HAMPSHIRE","35 to 44",143,100,66.7,69.8,90,60,62.8,"2012"
"1853","NEW HAMPSHIRE","45 to 64",414,337,79.4,81.5,312,73.4,75.4,"2012"
"1863","NEW HAMPSHIRE","65+",169,145,84.8,85.8,134,78.6,79.6,"2012"
"1873","NEW JERSEY","Total",5929,4326,64.3,73,3670,54.5,61.9,"2012"
"1883","NEW JERSEY","18 to 24",707,379,47.8,53.6,276,34.9,39.1,"2012"
"1893","NEW JERSEY","25 to 34",842,556,52.1,66,475,44.5,56.4,"2012"
"1903","NEW JERSEY","35 to 44",939,655,55.2,69.8,536,45.2,57.1,"2012"
"1915","NEW JERSEY","45 to 64",2217,1732,71.4,78.1,1545,63.7,69.7,"2012"
"1923","NEW JERSEY","65+",1224,1004,79.8,82,838,66.5,68.4,"2012"
"1933","NEW MEXICO","Total",1426,978,63,68.6,878,56.5,61.6,"2012"
"1943","NEW MEXICO","18 to 24",163,84,47.4,51.3,66,37.1,40.2,"2012"
"1953","NEW MEXICO","25 to 34",248,157,54.8,63.1,130,45.6,52.5,"2012"
"1963","NEW MEXICO","35 to 44",224,139,54.1,62.2,123,47.8,54.9,"2012"
"1973","NEW MEXICO","45 to 64",551,414,70.4,75.1,390,66.3,70.8,"2012"
"1983","NEW MEXICO","65+",240,185,75.2,77.2,169,68.8,70.6,"2012"
"1993","NEW YORK","Total",13082,8887,59,67.9,7675,50.9,58.7,"2012"
"2003","NEW YORK","18 to 24",1790,926,45.7,51.8,710,35,39.6,"2012"
"2015","NEW YORK","25 to 34",2171,1387,50,63.9,1145,41.3,52.7,"2012"
"2023","NEW YORK","35 to 44",1871,1288,55.2,68.8,1133,48.5,60.5,"2012"
"2033","NEW YORK","45 to 64",4706,3381,64.8,71.8,3046,58.4,64.7,"2012"
"2043","NEW YORK","65+",2543,1904,70.2,74.9,1642,60.5,64.6,"2012"
"2053","NORTH CAROLINA","Total",6712,5295,72.9,78.9,4624,63.7,68.9,"2012"
"2063","NORTH CAROLINA","18 to 24",779,496,57.5,63.7,389,45.1,50,"2012"
"2073","NORTH CAROLINA","25 to 34",1021,816,66.9,79.9,676,55.4,66.2,"2012"
"2083","NORTH CAROLINA","35 to 44",1172,919,69.6,78.4,792,60,67.6,"2012"
"2093","NORTH CAROLINA","45 to 64",2373,1925,77.9,81.1,1710,69.2,72.1,"2012"
"2105","NORTH CAROLINA","65+",1366,1138,81.9,83.3,1057,76,77.3,"2012"
"2115","NORTH DAKOTA","Total",514,383,72.5,74.5,328,62.2,63.9,"2012"
"2123","NORTH DAKOTA","18 to 24",66,43,NA,65.1,32,NA,48.9,"2012"
"2133","NORTH DAKOTA","25 to 34",106,74,66.4,69.8,62,55.7,58.6,"2012"
"2143","NORTH DAKOTA","35 to 44",69,55,NA,79.5,44,NA,64,"2012"
"2153","NORTH DAKOTA","45 to 64",190,148,76.3,77.8,129,66.9,68.2,"2012"
"2163","NORTH DAKOTA","65+",84,64,75.7,76.2,61,71.9,72.3,"2012"
"2173","OHIO","Total",8550,6076,69.4,71.1,5395,61.7,63.1,"2012"
"2183","OHIO","18 to 24",1105,629,55,57,511,44.7,46.3,"2012"
"2193","OHIO","25 to 34",1352,917,64.9,67.8,772,54.6,57.1,"2012"
"2203","OHIO","35 to 44",1274,903,67.4,70.9,772,57.6,60.6,"2012"
"2215","OHIO","45 to 64",3179,2325,72.4,73.1,2159,67.2,67.9,"2012"
"2223","OHIO","65+",1640,1302,79.4,79.4,1181,72,72,"2012"
"2233","OKLAHOMA","Total",2733,1806,64.3,66.1,1431,51,52.4,"2012"
"2243","OKLAHOMA","18 to 24",323,130,40.1,40.3,88,27.2,27.3,"2012"
"2253","OKLAHOMA","25 to 34",540,296,52.3,54.9,184,32.4,34.1,"2012"
"2263","OKLAHOMA","35 to 44",418,281,64.8,67.1,212,49,50.8,"2012"
"2273","OKLAHOMA","45 to 64",980,720,72,73.5,602,60.1,61.4,"2012"
"2283","OKLAHOMA","65+",473,378,78.4,80,345,71.5,73,"2012"
"2293","OREGON","Total",2806,2086,69.6,74.3,1897,63.3,67.6,"2012"
"2303","OREGON","18 to 24",364,216,55.3,59.4,186,47.6,51.1,"2012"
"2315","OREGON","25 to 34",399,256,55.5,64.1,215,46.7,53.9,"2012"
"2323","OREGON","35 to 44",479,345,65.5,72,296,56.2,61.8,"2012"
"2333","OREGON","45 to 64",961,756,75.3,78.7,709,70.6,73.7,"2012"
"2343","OREGON","65+",604,513,83.3,84.9,491,79.7,81.3,"2012"
"2353","PENNSYLVANIA","Total",9452,6795,69,71.9,5824,59.1,61.6,"2012"
"2363","PENNSYLVANIA","18 to 24",1137,645,53.8,56.7,478,39.9,42.1,"2012"
"2373","PENNSYLVANIA","25 to 34",1442,984,63.8,68.2,790,51.2,54.8,"2012"
"2383","PENNSYLVANIA","35 to 44",1442,1054,69.4,73.1,928,61,64.4,"2012"
"2393","PENNSYLVANIA","45 to 64",3547,2648,72.1,74.6,2331,63.4,65.7,"2012"
"2403","PENNSYLVANIA","65+",1883,1463,76.5,77.7,1297,67.8,68.9,"2012"
"2415","RHODE ISLAND","Total",751,552,67.5,73.5,469,57.4,62.5,"2012"
"2423","RHODE ISLAND","18 to 24",89,61,61.8,68.9,45,45.2,50.3,"2012"
"2433","RHODE ISLAND","25 to 34",108,70,57.8,64.8,58,47.6,53.3,"2012"
"2443","RHODE ISLAND","35 to 44",127,89,59.5,69.9,76,50.9,59.9,"2012"
"2453","RHODE ISLAND","45 to 64",272,213,73.4,78.3,185,64,68.3,"2012"
"2463","RHODE ISLAND","65+",155,119,75.5,76.6,105,66.7,67.7,"2012"
"2473","SOUTH CAROLINA","Total",3380,2479,70.5,73.3,2187,62.2,64.7,"2012"
"2483","SOUTH CAROLINA","18 to 24",451,265,55.9,58.8,243,51.3,54,"2012"
"2493","SOUTH CAROLINA","25 to 34",476,364,71.3,76.4,293,57.5,61.6,"2012"
"2503","SOUTH CAROLINA","35 to 44",561,405,67.3,72.2,343,57,61.1,"2012"
"2515","SOUTH CAROLINA","45 to 64",1289,956,72.4,74.2,866,65.7,67.2,"2012"
"2523","SOUTH CAROLINA","65+",604,489,80,81,442,72.3,73.2,"2012"
"2533","SOUTH DAKOTA","Total",607,454,73.7,74.8,370,60.1,61,"2012"
"2543","SOUTH DAKOTA","18 to 24",94,52,54.4,54.7,31,32.7,32.9,"2012"
"2553","SOUTH DAKOTA","25 to 34",101,65,63.2,64.5,46,44.6,45.6,"2012"
"2563","SOUTH DAKOTA","35 to 44",79,64,78.3,81.2,53,63.9,66.3,"2012"
"2573","SOUTH DAKOTA","45 to 64",202,167,82,82.7,145,70.9,71.5,"2012"
"2583","SOUTH DAKOTA","65+",130,106,80.4,81.2,96,72.9,73.7,"2012"
"2593","TENNESSEE","Total",4678,3210,66.2,68.6,2606,53.7,55.7,"2012"
"2603","TENNESSEE","18 to 24",590,306,50.2,51.9,207,34,35.2,"2012"
"2615","TENNESSEE","25 to 34",773,517,62,66.8,395,47.4,51,"2012"
"2623","TENNESSEE","35 to 44",739,514,65.7,69.5,402,51.3,54.3,"2012"
"2633","TENNESSEE","45 to 64",1563,1081,67.2,69.1,904,56.3,57.9,"2012"
"2643","TENNESSEE","65+",1013,793,78.1,78.3,698,68.7,68.9,"2012"
"2653","TEXAS","Total",16062,10749,57.7,66.9,8643,46.4,53.8,"2012"
"2663","TEXAS","18 to 24",2249,971,38.2,43.1,572,22.5,25.4,"2012"
"2673","TEXAS","25 to 34",2965,1734,46.9,58.5,1228,33.2,41.4,"2012"
"2683","TEXAS","35 to 44",2748,1839,53.4,66.9,1473,42.8,53.6,"2012"
"2693","TEXAS","45 to 64",5429,3981,65.1,73.3,3399,55.6,62.6,"2012"
"2703","TEXAS","65+",2671,2225,78.1,83.3,1971,69.2,73.8,"2012"
"2715","UTAH","Total",1793,1138,59.4,63.5,1022,53.3,57,"2012"
"2723","UTAH","18 to 24",263,115,41.2,43.7,97,34.8,36.9,"2012"
"2733","UTAH","25 to 34",407,236,52.9,57.9,194,43.4,47.5,"2012"
"2743","UTAH","35 to 44",307,182,51.1,59.4,161,45.2,52.6,"2012"
"2753","UTAH","45 to 64",576,396,67,68.8,375,63.4,65.1,"2012"
"2763","UTAH","65+",240,208,85.9,86.9,195,80.4,81.3,"2012"
"2773","VERMONT","Total",487,357,72,73.4,308,62.1,63.3,"2012"
"2783","VERMONT","18 to 24",59,30,NA,51,23,NA,39.1,"2012"
"2793","VERMONT","25 to 34",68,41,NA,60.7,30,NA,44.6,"2012"
"2803","VERMONT","35 to 44",76,53,68.2,70.2,46,59.4,61.2,"2012"
"2815","VERMONT","45 to 64",193,153,78.8,79.6,133,68.5,69.2,"2012"
"2823","VERMONT","65+",91,79,85.1,86.8,75,80.6,82.2,"2012"
"2833","VIRGINIA","Total",5645,4210,69.1,74.6,3778,62,66.9,"2012"
"2843","VIRGINIA","18 to 24",612,351,50.5,57.4,292,42,47.7,"2012"
"2853","VIRGINIA","25 to 34",1026,698,58.6,68.1,605,50.8,59,"2012"
"2863","VIRGINIA","35 to 44",889,717,72.5,80.7,634,64.1,71.3,"2012"
"2873","VIRGINIA","45 to 64",2050,1591,74.3,77.6,1473,68.9,71.9,"2012"
"2883","VIRGINIA","65+",1069,853,79.1,79.8,774,71.7,72.4,"2012"
"2893","WASHINGTON","Total",4832,3533,67.6,73.1,3172,60.7,65.6,"2012"
"2903","WASHINGTON","18 to 24",511,275,48.8,53.8,215,38.2,42.1,"2012"
"2915","WASHINGTON","25 to 34",911,596,58.6,65.4,488,48,53.6,"2012"
"2923","WASHINGTON","35 to 44",809,649,70.8,80.2,577,62.9,71.3,"2012"
"2933","WASHINGTON","45 to 64",1570,1183,71.3,75.3,1101,66.4,70.1,"2012"
"2943","WASHINGTON","65+",1032,830,77.3,80.5,791,73.7,76.7,"2012"
"2953","WEST VIRGINIA","Total",1442,982,67.6,68.1,690,47.5,47.8,"2012"
"2963","WEST VIRGINIA","18 to 24",162,78,47.8,48.1,37,22.6,22.7,"2012"
"2973","WEST VIRGINIA","25 to 34",210,131,61.3,62.4,66,31.1,31.6,"2012"
"2983","WEST VIRGINIA","35 to 44",237,162,68.5,68.5,111,47,47,"2012"
"2993","WEST VIRGINIA","45 to 64",475,326,68,68.6,253,52.9,53.3,"2012"
"3003","WEST VIRGINIA","65+",359,286,79.2,79.5,222,61.5,61.8,"2012"
"3015","WISCONSIN","Total",4247,3318,76.3,78.1,3127,71.9,73.6,"2012"
"3023","WISCONSIN","18 to 24",513,308,57.1,60.1,287,53.3,56,"2012"
"3033","WISCONSIN","25 to 34",662,475,68,71.9,438,62.6,66.1,"2012"
"3043","WISCONSIN","35 to 44",695,548,76.8,78.8,514,72,73.9,"2012"
"3053","WISCONSIN","45 to 64",1532,1224,78.9,79.9,1192,76.8,77.8,"2012"
"3063","WISCONSIN","65+",845,763,90,90.2,697,82.2,82.4,"2012"
"3073","WYOMING","Total",419,268,62.8,63.9,247,57.8,58.9,"2012"
"3083","WYOMING","18 to 24",55,21,NA,38.3,18,NA,32.3,"2012"
"3093","WYOMING","25 to 34",71,44,NA,61.4,39,NA,54.3,"2012"
"3103","WYOMING","35 to 44",66,41,NA,61.1,36,NA,54.5,"2012"
"3113","WYOMING","45 to 64",154,101,65.1,65.8,95,61.1,61.8,"2012"
"3123","WYOMING","65+",73,61,NA,84,59,NA,81.1,"2012"
"1105","US","Total",210800,137263,59.8,65.1,95987,41.8,45.5,"2010"
"2106","US","18 to 24",26718,12095,41.8,45.3,5682,19.6,21.3,"2010"
"320","US","25 to 44",70472,43414,53.5,61.6,26122,32.2,37.1,"2010"
"416","US","45 to 64",75865,53499,66.3,70.5,41248,51.1,54.4,"2010"
"516","US","65 to 74",20605,15347,71.8,74.5,12789,59.9,62.1,"2010"
"616","US","75+",17140,12908,73.3,75.3,10146,57.7,59.2,"2010"
"716","ALABAMA","Total",3420,2224,63.1,65,1509,42.8,44.1,"2010"
"816","ALABAMA","18 to 24",388,172,43.3,44.3,66,16.6,17,"2010"
"916","ALABAMA","25 to 44",1167,732,59.1,62.8,470,38,40.3,"2010"
"1016","ALABAMA","45 to 64",1232,836,66.7,67.9,625,49.9,50.7,"2010"
"1116","ALABAMA","65 to 74",377,284,74.6,75.3,215,56.6,57.1,"2010"
"1216","ALABAMA","75+",257,200,77.8,77.8,133,51.7,51.7,"2010"
"1316","ALASKA","Total",478,317,63.8,66.4,242,48.6,50.7,"2010"
"1416","ALASKA","18 to 24",64,22,NA,34.6,11,NA,17.7,"2010"
"1516","ALASKA","25 to 44",178,116,61.6,65.3,81,42.9,45.5,"2010"
"1616","ALASKA","45 to 64",177,133,73.4,75.5,108,59.5,61.2,"2010"
"1716","ALASKA","65 to 74",37,30,NA,81.1,27,NA,74,"2010"
"1816","ALASKA","75+",22,16,NA,71.8,14,NA,65.3,"2010"
"1916","ARIZONA","Total",4443,2934,60.7,66,2170,44.9,48.8,"2010"
"2016","ARIZONA","18 to 24",568,273,45.2,48,154,25.4,27,"2010"
"2116","ARIZONA","25 to 44",1537,960,54.5,62.4,624,35.4,40.6,"2010"
"2216","ARIZONA","45 to 64",1455,1038,66.2,71.3,832,53,57.1,"2010"
"2316","ARIZONA","65 to 74",530,394,72.4,74.3,341,62.7,64.4,"2010"
"2416","ARIZONA","75+",353,270,76.5,76.5,220,62.3,62.3,"2010"
"2516","ARKANSAS","Total",2068,1256,58.7,60.7,841,39.3,40.7,"2010"
"2616","ARKANSAS","18 to 24",299,109,34.9,36.3,45,14.6,15.2,"2010"
"2716","ARKANSAS","25 to 44",637,358,52.9,56.3,188,27.7,29.5,"2010"
"2816","ARKANSAS","45 to 64",756,510,65.9,67.4,401,51.8,53,"2010"
"2916","ARKANSAS","65 to 74",230,164,70.8,71.5,139,59.9,60.4,"2010"
